,created_at,full_text,quote_count,reply_count,retweet_count,favorite_count,username,tweet_url,Kandidat
957,Sun Dec 03 13:30:00 +0000 2023,Tim Kampanye Nasional Prabowo Gibran menyebut perubahan beda format debat cawapres berdasarkan usulan dari perwakilan tim Anies Muhaimin Iskandar Berikut tanggapan Juru Bicara Timnas AMIN Said Didu,2.0,4,8.0,13.0,detikcom,https://twitter.com/detikcom/status/1731304779664794018,Anies-Muhaimin
958,Sun Dec 03 13:00:37 +0000 2023,didu Dan sayangnya pak said semua orang tau kalau yg mengajukan peniadaan debat cawapres adalah tim dari muhaimin iskandar Tujuannya sudah jelas selain imin yg ingin menghindaro debat peniadaan debat cawapres oleh KPU akan berdampak negatif pada gibran,0.0,0,0.0,0.0,presiden_Wahabi,https://twitter.com/presiden_Wahabi/status/1731297388059656279,Anies-Muhaimin
959,Sun Dec 03 12:44:06 +0000 2023,Tim Nasional Pemenangan Anies Baswedan Muhaimin Iskandar Timnas AMIN meminta format debat calon presiden dan wakil presiden capres cawapres tetap,0.0,0,0.0,0.0,inilahdotcom,https://twitter.com/inilahdotcom/status/1731293227955941658,Anies-Muhaimin
960,Sun Dec 03 10:18:37 +0000 2023,Ternyata debat cawapres berbeda format karena ini diusulkan perwakilan Anies Baswedan Muhaimin Iskandar atau Cak Imin,0.0,0,0.0,2.0,bens_jon36,https://twitter.com/bens_jon36/status/1731256617487024163,Anies-Muhaimin
961,Sun Dec 03 10:07:13 +0000 2023,Tim Kampanye Nasional TKN Prabowo Subianto Gibran Rakabuming menyebut debat cawapres berbeda format diusulkan perwakilan Anies Baswedan Muhaimin Iskandar,0.0,0,0.0,0.0,merijane92,https://twitter.com/merijane92/status/1731253750504063186,Anies-Muhaimin
962,Sun Dec 03 09:36:15 +0000 2023,Cawapres nomor urut 1 Muhaimin Iskandar sebut tak mungkin ada paslon menang satu putaran Sebab fakta per hari ini suara terbagi rata pada 3 paslon,1.0,5,1.0,2.0,kompascom,https://twitter.com/kompascom/status/1731245955218034924,Anies-Muhaimin
963,Sun Dec 03 08:47:38 +0000 2023,Prabowo subianto Gibran Rakabuming menyebut debat cawapres berbeda format diusulkan perwakilan Anies Baswedan Muhaimin Iskandar atau Cak Imin saat diskusi bersama KPU,0.0,0,0.0,0.0,S0BlIN,https://twitter.com/S0BlIN/status/1731233721322455052,Anies-Muhaimin
964,Sun Dec 03 08:40:24 +0000 2023,Cawapres nomor urut 1 Muhaimin Iskandar menceritakan soal kedekatannya dengan capres nomor urut 1 Anies Baswedan Cak Imin mengatakan Anies merupakan gubernur paling sukses di Indonesia Mimpi tertawa ajalah,3.0,18,10.0,37.0,wandystjk2,https://twitter.com/wandystjk2/status/1731231898796687373,Anies-Muhaimin
965,Sun Dec 03 08:28:49 +0000 2023,Tim Kampanye Nasional TKN Prabowo Subianto Gibran Rakabuming menyebut debat cawapres berbeda format diusulkan perwakilan Anies Baswedan Muhaimin Iskandar atau Cak Imin saat diskusi bersama KPU,0.0,0,2.0,2.0,sunflower_mil,https://twitter.com/sunflower_mil/status/1731228984279797808,Anies-Muhaimin
966,Sun Dec 03 08:11:00 +0000 2023,Respons Anies soal TKN Sebut Beda Format Debat Cawapres Usulan AMIN TKN Prabowo Gibran menyebut beda format debat cawapres bermula dari usulan kubu Anies Baswedan Muhaimin Iskandar AMIN Begini respons Anies gt gt detiknews,1.0,0,0.0,2.0,detikcom,https://twitter.com/detikcom/status/1731224500639797358,Anies-Muhaimin
967,Sun Dec 03 07:42:27 +0000 2023,Cawapres nomor urut satu Muhaimin Iskandar atau Cak Imin berharap kepada Presiden untuk tetap menunjukkan sikap kenegarawannya Download metrotvxtend di app store amp play store jokowi prabowo Pemilu2024 gibranrakabumingraka,0.0,3,22.0,74.0,Metro_TV,https://twitter.com/Metro_TV/status/1731217316929823014,Anies-Muhaimin
968,Sun Dec 03 07:22:27 +0000 2023,Prabowo Gibran menyebut debat cawapres berbeda format diusulkan perwakilan Anies Baswedan Muhaimin Iskandar atau Cak Imin saat diskusi bersama KPU,0.0,0,0.0,0.0,cwerebahan,https://twitter.com/cwerebahan/status/1731212282699657667,Anies-Muhaimin
969,Sun Dec 03 07:22:11 +0000 2023,TKN Prabowo Subianto Gibran menyebut debat capres cawapres berbeda format diusulkan perwakilan Anies Baswedan Muhaimin Iskandar saat diskusi bersama KPU TKN meminta Anies yg mengaku terkejut untuk mengecek ulang ke internal jangan nantinya menyalahkan,0.0,0,1.0,1.0,Khabb987,https://twitter.com/Khabb987/status/1731212216719057228,Anies-Muhaimin
970,Sun Dec 03 05:17:54 +0000 2023,Tim Pemenangan Nasional Timnas AMIN mengonfirmasi calon wakil presiden cawapres nomor urut 1 Muhaimin Iskandar alias Cak Imin bakal berkampanye di Aceh pada Desember 2023 ini,0.0,0,0.0,0.0,serambinews,https://twitter.com/serambinews/status/1731180941736112563,Anies-Muhaimin
971,Sun Dec 03 04:20:00 +0000 2023,Dua Cawapres kalangan Nahdliyin Mahfud MD dan Abdul Muhaimin Iskandar alias Cak Imin mengisi kampanyenya dengan mengunjungi dua tempat pendidikan dengan basis berbeda rakyatmerdeka Mahfud Muhaimin,0.0,0,1.0,1.0,_rakyatmerdeka,https://twitter.com/_rakyatmerdeka/status/1731166367817281612,Anies-Muhaimin
972,Sun Dec 03 03:41:44 +0000 2023,dengan mengatakan bahwa debat khusus cawapres tidak perlu dilakukan karena fokus harus pada pemilihan presiden yang lebih penting Muhaimin Iskandar juga menanggapi dengan menyebut bahwa debat khusus cawapres hanya akan membuang buang waktu dan,0.0,0,0.0,0.0,RamaAgung0,https://twitter.com/RamaAgung0/status/1731156737716310324,Anies-Muhaimin
973,Sun Dec 03 01:48:11 +0000 2023,didu Ko sepertinya tdk siap dan tdk pe de aturan KPU dirubah debat Cawapres pun dirubah sakti banget Menurut hasil kang surpe tingkat IQ ms Gibran lebih tinggi dr DR Muhaimin Iskandar dan Prof Mchfud MD Aneh sj Cawapres Gibran melipir tuk debat publik,0.0,0,0.0,1.0,DeddyKusdedi3,https://twitter.com/DeddyKusdedi3/status/1731128164246753655,Anies-Muhaimin
974,Sat Dec 02 22:20:11 +0000 2023,Cawapres nomor urut 1 Muhaimin Iskandar Cak Imin menyesalkan perubahan format debat capres cawapres oleh KPU,0.0,4,3.0,17.0,kompascom,https://twitter.com/kompascom/status/1731075817105682777,Anies-Muhaimin
975,Sat Dec 02 18:46:05 +0000 2023,Awalnya pengen golput dari pilpres namun setelah melihat menimbang kompetensi paslon serta orang orang dibalik para capres dan cawapres akhirnya saya putuskan untuk pilpres 2024 akan pilih AMIN Anies Baswesan dan Muhaimin Iskandar,0.0,1,0.0,0.0,zr_izzul,https://twitter.com/zr_izzul/status/1731021935931474053,Anies-Muhaimin
976,Sat Dec 02 13:11:06 +0000 2023,Kubu pasangan Calon Presiden Capres Anies Baswedan Calon Wakil Presiden Cawapres Muhaimin Iskandar mengingatkan TNI Aparatur Sipil Negara ASN,0.0,0,3.0,2.0,inilahdotcom,https://twitter.com/inilahdotcom/status/1730937637723386282,Anies-Muhaimin
977,Sat Dec 02 12:23:06 +0000 2023,Baik lah kalau gitu aku tulis Anies Baswedan Muhaimin Iskandar Capres Cawapres 2024 Yang setuju Ayo Aamiin kan,0.0,3,0.0,2.0,Yunar69,https://twitter.com/Yunar69/status/1730925556844413336,Anies-Muhaimin
978,Sat Dec 02 10:03:46 +0000 2023,Beginilah respons Mahfud MD dan Muhaimin Iskandar menanggapi soal Komisi Pemilihan Umum KPU meniadakan debat calon wakil presiden cawapres pada Pemilu 2024 J DebatCawapres CakImin MahfudMD JernihMemilih JernihkanHarapan,2.0,6,1.0,6.0,kompascom,https://twitter.com/kompascom/status/1730890491280121901,Anies-Muhaimin
979,Sat Dec 02 09:07:21 +0000 2023,Anies Baswedan menilai Muhaimin Iskandar punya banyak pengalaman dan kompetensi sehingga siap jika menghadapi debat cawapres secara mandiri,4.0,171,106.0,189.0,kompascom,https://twitter.com/kompascom/status/1730876296744640853,Anies-Muhaimin
980,Sat Dec 02 08:32:39 +0000 2023,Omongan dan tingkah laku Muhaimin Iskandar ini membuat dia menjadi cawapres dambaan para lawan politik Anies,0.0,0,0.0,0.0,YuniAriane,https://twitter.com/YuniAriane/status/1730867563197084131,Anies-Muhaimin
981,Sat Dec 02 07:42:37 +0000 2023,TOMKUR MUSTAHIL PILPRES 1 PUTARAN Bagi Timnas 01 Anies Baswedan Muhaimin Iskandar AMIN kekuatan Capres Cawapres saat ini tidak ada yang paling dominan Ibarat main catur bila Pilpres digelar saat ini maka hasilnya adalah remis alias tidak ada yang menang Jadi mustahil,0.0,0,0.0,0.0,_rakyatmerdeka,https://twitter.com/_rakyatmerdeka/status/1730854971229475068,Anies-Muhaimin
982,Sat Dec 02 06:26:52 +0000 2023,Cawapres Muhaimin Iskandar Bahagia Disambut di Kampus UMRI Pekanbaru Bisnis Pekanbaru,0.0,0,2.0,5.0,billy4riez,https://twitter.com/billy4riez/status/1730835908952482192,Anies-Muhaimin
983,Sat Dec 02 04:55:05 +0000 2023,PENGAWALAN CAWAPRES Personil Sat PJR Ditlantas Polda Riau kegiatan pengawalan Kunjungan Cawapres Nomor urut 1 Muhaimin Iskandar ke Psr Arengka Pekanbaru amp Kampus UMRI Pekanbaru Sabtu 2 Desember 2023 AyoPakaiHelemSni StopPelanggaranStopKecelakaanKeselamatanUntukKemanusiaan,0.0,0,0.0,1.0,RTMCRiau,https://twitter.com/RTMCRiau/status/1730812811109089323,Anies-Muhaimin
984,Sat Dec 02 04:47:49 +0000 2023,Hadir di Pekanbaru Cawapres Muhaimin Iskandar Beri Kuliah Umum di Kampus Umri,0.0,0,0.0,1.0,billy4riez,https://twitter.com/billy4riez/status/1730810982891729136,Anies-Muhaimin
985,Sat Dec 02 04:44:07 +0000 2023,Hadir di Pekanbaru Cawapres Muhaimin Iskandar Beri Kuliah Umum di Kampus Umri Peristiwa,0.0,0,0.0,1.0,GoRiauCom,https://twitter.com/GoRiauCom/status/1730810050388939167,Anies-Muhaimin
986,Sat Dec 02 04:09:35 +0000 2023,Cawapres nomor urut 1 Muhaimin Iskandar blusukan ke Pasar Pagi Arengka Pekanbaru Riau untuk memantau harga bahan pokok,0.0,0,0.0,1.0,kompascom,https://twitter.com/kompascom/status/1730801361061888416,Anies-Muhaimin
987,Sat Dec 02 03:29:38 +0000 2023,Calon wakil presiden cawapres Koalisi Perubahan Muhaimin Iskandar menyebut proyek lumbung pangan atau food estate yang digagas era Presiden Joko Widodo itu gagal muhaiminiskandar calonwakilpresiden3beritapolitik,0.0,0,0.0,0.0,heralddotID,https://twitter.com/heralddotID/status/1730791304114966882,Anies-Muhaimin
988,Sat Dec 02 02:59:21 +0000 2023,UU MK batas umur dirombak hanya buat seorg bocil yg gagap bicaranya skrng KPU meniadakan debat Cawapres jg demi mengamankan sibocil supaya ga dikeramasin sama Pak Mahfud MD dan Pak Muhaimin Iskandar Apa udah ganti nama ini Negara indonesia jd Negara kerajaan Surakarta,0.0,0,0.0,0.0,eranolok,https://twitter.com/eranolok/status/1730783683844710861,Anies-Muhaimin
989,Sat Dec 02 02:43:34 +0000 2023,Cawapres nomor urut 1 Muhaimin Iskandar menilai kebijakan lumbung pangan nasional atau food estate telah gagal dijalankan oleh pemerintah,4.0,7,6.0,27.0,kompascom,https://twitter.com/kompascom/status/1730779711662616849,Anies-Muhaimin
990,Sat Dec 02 02:00:46 +0000 2023,Sesuai arahan dan pengumuman dari ketum mari kita yg berada disini dilingkaran 99 saling menautkan untuk memberi dukungan secara serempak kepada Capres cawapres No 1 Anies Baswedan dan Muhaimin Iskandar,0.0,0,0.0,0.0,XxxCerofon,https://twitter.com/XxxCerofon/status/1730768940836790353,Anies-Muhaimin
991,Sat Dec 02 01:26:04 +0000 2023,Pagi Ini Cawapres Muhaimin Iskandar Akan Kunjungi Pasar Bawah Pekanbaru dan Kampus UMRI,0.0,0,0.0,0.0,SitanggangAgrio,https://twitter.com/SitanggangAgrio/status/1730760211294753054,Anies-Muhaimin
992,Sat Dec 02 00:43:18 +0000 2023,Cawapres nomor urut 1 Muhaimin Iskandar atau Cak Imin mengatakan bahwa program food estate telah gagal Dirinya akan mengevaluasi program tersebut bila menang Pilpres 2024 Bentuk KPK baru usut tuntas pelakunya Penjarakan Cc,3.0,20,65.0,206.0,MARQUEZ__93,https://twitter.com/MARQUEZ__93/status/1730749445221060686,Anies-Muhaimin
993,Fri Dec 01 23:12:14 +0000 2023,Capres dan cawapres Anies Baswedan dan Muhaimin Iskandar bakal mengunjungi tempat berbeda dalam kampanye hari ini,0.0,1,0.0,6.0,kompascom,https://twitter.com/kompascom/status/1730726527669809486,Anies-Muhaimin
994,Fri Dec 01 23:10:37 +0000 2023,Cawapres RI nomor urut 1 Muhaimin Iskandar Cak Imin merespons perubahan teknis debat capres cawapres pada pemilu 2024 Begini tanggapan Cak Imin,0.0,0,0.0,0.0,erakinimedia,https://twitter.com/erakinimedia/status/1730726123406053821,Anies-Muhaimin
995,Fri Dec 01 21:49:13 +0000 2023,Ayoooo team Anies dan Ganjar perjuangkan pastikan debat cawapres harus ada Biar semua tahu isi kepala calon wapresnya masing masing Muhaimin Iskandar Mahfud MD lawan anak muda gen Z yg konon katanya lebih baik dar Mahfud MD,0.0,0,0.0,0.0,CecepAbar,https://twitter.com/CecepAbar/status/1730705636848283981,Anies-Muhaimin
996,Fri Dec 01 21:45:55 +0000 2023,Berkunjung ke Riau Ini Agenda Cawapres Muhaimin Iskandar,0.0,0,4.0,11.0,billy4riez,https://twitter.com/billy4riez/status/1730704807806300650,Anies-Muhaimin
997,Fri Dec 01 16:13:34 +0000 2023,Capres cawapres yg pernah dipanggil KPK karena diduga korupsi Anies Baswedan Ganjar Pranowo Muhaimin Iskandar,0.0,0,0.0,0.0,wellymerukh,https://twitter.com/wellymerukh/status/1730621166539419764,Anies-Muhaimin
998,Fri Dec 01 15:37:24 +0000 2023,Oooh berarti ngerasa momen debat cawapres klo diadakan lagi kayak tahun 2019 ya bakal menurunkan elektabilitas Prabowo Gibran Krn Gibran harus lawan Muhaimin Iskandar amp Mahfud MD yg keduanya orator yg jago Makanya KPU ubah format pake dalih dah disetujui semua timses,0.0,0,0.0,0.0,RyanPMardiko,https://twitter.com/RyanPMardiko/status/1730612067319816371,Anies-Muhaimin
999,Fri Dec 01 14:22:00 +0000 2023,Cawapres nomor 1 Muhaimin Iskandar mengaku tak mempunyai anggaran untuk memasang baliho pasangan Anies Muhaimin diberbagai jalan dan daerah Jumat 1 12 Ard BeritaElshinta,0.0,0,1.0,1.0,RadioElshinta,https://twitter.com/RadioElshinta/status/1730593090392723650,Anies-Muhaimin
1000,Fri Dec 01 14:00:00 +0000 2023,Muhaimin Iskandar alias Cak Imin Ketua Umum DPP PKB sekaligus calon wakil presiden cawapres 2024 akan berkunjung ke Riau Sabtu 2 Desember 2023 besok Selengkapnya,0.0,0,0.0,0.0,red_riauonline,https://twitter.com/red_riauonline/status/1730587554158628869,Anies-Muhaimin
1001,Fri Dec 01 13:51:20 +0000 2023,Ketua Umum Ketum Partai Golkar Airlangga Hartarto menanggapi pernyataan Ketua Umum PKB sekaligus cawapres nomor urut satu Muhaimin Iskandar yang menyebut Indonesia akan hancur jika pasangan Anies Imin AMIN kalah Pemilu 2024 hrt,0.0,0,0.0,0.0,evavpos,https://twitter.com/evavpos/status/1730585375062847997,Anies-Muhaimin
1002,Fri Dec 01 13:23:06 +0000 2023,PKB Gus A Muhaimin Iskandar Cawapres Terkuat Teruji Terlayak dan pastikan Terpilih,0.0,0,0.0,0.0,WatanBerno,https://twitter.com/WatanBerno/status/1730578269190373464,Anies-Muhaimin
1003,Fri Dec 01 11:37:05 +0000 2023,Cawapres nomor urut 1 Muhaimin Iskandar Cak Imin sebut banyak warga yang cetak sendiri baliho bergambar dirinya dan Anies Baswedan,0.0,0,4.0,15.0,kompascom,https://twitter.com/kompascom/status/1730551587175907643,Anies-Muhaimin
1004,Fri Dec 01 11:28:15 +0000 2023,Cawapres nomor urut 1 Muhaimin Iskandar mengklaim bahwa Anwar Abbas telah mendukung dirinya dan Anies sejak beberapa waktu lalu,1.0,0,0.0,1.0,kompascom,https://twitter.com/kompascom/status/1730549365394251918,Anies-Muhaimin
1005,Fri Dec 01 10:25:22 +0000 2023,Tim Kampanye Daerah TKD pasangan Capres Cawapres Anies Rasyid Baswedan Muhaimin Iskandar AMIN untuk Provinsi Kalimantan Barat Kalbar resmi terbentuk Kapten Tim yang tergabung dalam Koalisi Perubahan dipercayakan kepada Ketua Teritorial Pemenangan Pemilu Kalimantan DPP,2.0,16,157.0,510.0,NasDem,https://twitter.com/NasDem/status/1730533541723930851,Anies-Muhaimin
1006,Fri Dec 01 10:06:24 +0000 2023,Sekretaris Tim Kampanye Nasional TKN Prabowo Gibran Nusron Wahid merespons ucapan kontroversial Cawapres nomor urut 1 Muhaimin Iskandar atau Cak Imin Muhaimin Iskandar atau akrab disapa Cak Imin menanggapi balik teguran dari Sekretaris Tim Kampanye Nasional TKN,1.0,2,0.0,11.0,tvOneNews,https://twitter.com/tvOneNews/status/1730528766655651886,Anies-Muhaimin
1007,Fri Dec 01 08:33:23 +0000 2023,Capres Anies Baswedan berkampanye di Jakarta dan Bogor sedangkan cawapres Muhaimin Iskandar mendatangi basis pendukungnya di Jawa Timur PrabowoGibranIstimewa BersamaIndonesiaMaju PrabowoGemoy Prabowo Subianto,0.0,1,0.0,0.0,benjaminhasan_,https://twitter.com/benjaminhasan_/status/1730505358949642362,Anies-Muhaimin
1008,Fri Dec 01 08:10:24 +0000 2023,Dari tiga capres cawapres yang ada saya pilih nomor 1 AMIN Anies Muhaimin MENANG 1 PUTARAN Anies Baswedan dan Muhaimin Iskandar,0.0,1,6.0,17.0,FurqanIbr64677,https://twitter.com/FurqanIbr64677/status/1730499577076383956,Anies-Muhaimin
1009,Fri Dec 01 07:57:59 +0000 2023,Capres RI Anies Baswedan berkampanye di Jakarta dan Bogor sedangkan cawapres Muhaimin Iskandar mendatangi basis pendukungnya di Jawa Timur PrabowoGibranIstimewa BersamaIndonesiaMaju PrabowoGemoy Prabowo Subianto,0.0,1,0.0,0.0,maleyintani,https://twitter.com/maleyintani/status/1730496450466066771,Anies-Muhaimin
1010,Fri Dec 01 07:56:14 +0000 2023,Besok Cawapres Muhaimin Iskandar Kunjungi Riau Berikut Agendanya,0.0,0,0.0,0.0,ini_riau,https://twitter.com/ini_riau/status/1730496009418260661,Anies-Muhaimin
1011,Fri Dec 01 07:36:18 +0000 2023,Masing masing pasangan calon nomor urut 1 ada Muhaimin Iskandar cawapres pendamping Anies Baswedan yang saat ini masih aktif sebagai Wakil Ketua DPR RI BersamaIndonesiaMaju PrabowoGibranIstimewa PrabowoGemoy Prabowo Subianto,0.0,1,0.0,0.0,erick140451997,https://twitter.com/erick140451997/status/1730490993110388867,Anies-Muhaimin
1012,Fri Dec 01 07:31:11 +0000 2023,Ketua Harian DPP Partai Gerindra Sufmi Dasco Ahmad merespons pernyataan Ketua Umum PKB yang juga cawapres nomor urut 1 Muhaimin Iskandar Cak Imin s,0.0,0,0.0,0.0,inilahdotcom,https://twitter.com/inilahdotcom/status/1730489705786216686,Anies-Muhaimin
1013,Fri Dec 01 07:21:02 +0000 2023,Begini Pandangan Cawapres Muhaimin Iskandar terhadap Masyarakat Tionghoa Gus Muhaimin menilai kontribusi warga Tionghoa sudah teruji membangun bangsa sejak sebelum kemerdekaan Republik Indonesia kbanews aminkanindonesia AMIN2024 Relawan,0.0,0,0.0,1.0,Simanjunta9Nico,https://twitter.com/Simanjunta9Nico/status/1730487151002083562,Anies-Muhaimin
1014,Fri Dec 01 06:47:40 +0000 2023,Cawapres Muhaimin Iskandar mengatakan kalau dia dan capresnya Anies Baswedan tidak menang Indonesia bisa dalam bahaya Ia awalnya menginstruksikan kader PKB berupaya seoptimal mungkin untuk memenangkan Anies Muhaimin AMIN AMIN CakImin AniesBaswedan MuhaiminIskandar,0.0,0,0.0,0.0,KATADATAcoid,https://twitter.com/KATADATAcoid/status/1730478755905503459,Anies-Muhaimin
1015,Fri Dec 01 06:32:07 +0000 2023,KUNJUNGAN calon wakil pesiden cawapres Muhaimin Iskandar ke pecinan Glodok Jakarta sebagai rangkaian kampanye menunjukkan komitmen pasangan nomor urut 1 itu terhadap isu toleransi antarumat beragama Sumber,1.0,1,7.0,11.0,mediaindonesia,https://twitter.com/mediaindonesia/status/1730474842817003595,Anies-Muhaimin
1016,Fri Dec 01 05:12:33 +0000 2023,Besok Cawapres Muhaimin Iskandar Kunjungi Riau Berikut Agendanya Peristiwa,0.0,0,0.0,0.0,GoRiauCom,https://twitter.com/GoRiauCom/status/1730454819520037310,Anies-Muhaimin
1017,Fri Dec 01 04:55:46 +0000 2023,Selamat pagi teman teman Kabar baik datang dari cawapres nomor urut 1 Anies Baswedan Muhaimin Iskandar Mereka sedang mengkaji kemungkinan membawa program rumah dengan down payment DP nol rupiah ke tingkat nasional pada Pemilu 2024 Program,0.0,0,0.0,0.0,milaamellia12,https://twitter.com/milaamellia12/status/1730450594832544140,Anies-Muhaimin
1018,Fri Dec 01 03:10:34 +0000 2023,Konsolidasi warga nahdliyin di Jawa Timur untuk mendukung capres Anies Baswedan dan cawapres Gus Muhaimin Iskandar atau AMIN kian menggelora,0.0,0,9.0,16.0,kumparan,https://twitter.com/kumparan/status/1730424117604880704,Anies-Muhaimin
1019,Thu Nov 30 23:15:32 +0000 2023,Alhamdulillah dapet kesempatan langsung buat jumpa dan menyambut kedatangan cawapres gus muhaimin Iskandar di wilayah bintaro jakarta selatan Disambut dengan teriakan AMIN dari seluruh warga yg hadir pokonya the best lah AMIN2024MENANGSATUPUTARAN,0.0,0,8.0,10.0,ManukGacor17,https://twitter.com/ManukGacor17/status/1730364970888802713,Anies-Muhaimin
1020,Thu Nov 30 22:01:06 +0000 2023,Pernyataan cawapres nomor urut 1 Muhaimin Iskandar soal Indonesia terancam bahaya jika dia dan Anies Baswedan memuncaki berita terpopuler,0.0,1,0.0,3.0,kompascom,https://twitter.com/kompascom/status/1730346239454298404,Anies-Muhaimin
1021,Thu Nov 30 21:38:51 +0000 2023,Cawapres nomor urut 1 Muhaimin Iskandar Cak Imin mengajak masyarakat Indonesia untuk mengganti pemimpin yang dzalim dengan pemimpin yang adil di Pilpres 2024 mendatang,0.0,0,0.0,0.0,Zahra1597833478,https://twitter.com/Zahra1597833478/status/1730340640997962137,Anies-Muhaimin
1022,Thu Nov 30 21:25:37 +0000 2023,Cawapres Muhaimin Iskandar mengatakan bahwa lawan politik di dalam Pilpres 2024 memiliki koalisi dari banyak partai dan memiliki kekuasaan,0.0,0,0.0,0.0,hapsahadiguna,https://twitter.com/hapsahadiguna/status/1730337311886540844,Anies-Muhaimin
1023,Thu Nov 30 16:20:48 +0000 2023,Cawapres nomor urut 1 Muhaimin Iskandar atau Cak Imin menjelaskan pernyataannya terkait jika pasangan AMIN tidak menang Indonesia terancam hancur WADUH Cak Imin Bicara anti Korupsi,0.0,0,0.0,0.0,Eli_Salomo_S,https://twitter.com/Eli_Salomo_S/status/1730260600541138984,Anies-Muhaimin
1024,Thu Nov 30 14:19:06 +0000 2023,Co Captain Timnas AMIN Sudirman Said optimis capres cawapres Anies Baswedan dan Muhaimin Iskandar atau Cak Imin lanjut ke putaran kedua Pilpres 2024 newsupdate update news text,0.0,0,0.0,4.0,kumparan,https://twitter.com/kumparan/status/1730229975545229822,Anies-Muhaimin
1025,Thu Nov 30 14:14:34 +0000 2023,Cawapres nomor urut 1 Muhaimin Iskandar atau Cak Imin menipis jika pihaknya akan menggunakan isu politik identitas saat kampanye Pemilu 2024 Hal ini,0.0,0,0.0,1.0,inilahdotcom,https://twitter.com/inilahdotcom/status/1730228831212962071,Anies-Muhaimin
1026,Thu Nov 30 14:05:06 +0000 2023,Cawapres nomor urut 1 Muhaimin Iskandar atau biasa disapa Gus Imin berjanji akan memberikan peluang bagi seluruh agama untuk tumbuh jika dirinya bers,0.0,0,0.0,0.0,inilahdotcom,https://twitter.com/inilahdotcom/status/1730226450849050782,Anies-Muhaimin
1027,Thu Nov 30 14:02:07 +0000 2023,Cawapres nomor urut 1 Muhaimin Iskandar atau Cak Imin menilai gimik politik lebih baik dilakukan peserta Pilpres 2024 daripada menyerang pasangan calon lain,0.0,0,0.0,0.0,erakinimedia,https://twitter.com/erakinimedia/status/1730225698906767432,Anies-Muhaimin
1028,Thu Nov 30 13:16:36 +0000 2023,Calon wakil presiden cawapres nomor urut satu Muhaimin Iskandar melepas 99 burung saat blusukan ke kawasan Chinatown Glodok Jakarta Barat Kamis,0.0,0,0.0,1.0,inilahdotcom,https://twitter.com/inilahdotcom/status/1730214245449765009,Anies-Muhaimin
1029,Thu Nov 30 13:07:08 +0000 2023,Cawapres nomor urut 1 Muhaimin Iskandar atau Cak Imin mengunjungi kawasan Chinatown Glodok Taman Sari Jakarta Barat Kamis 30 11 2023,0.0,0,0.0,0.0,inilahdotcom,https://twitter.com/inilahdotcom/status/1730211863349338451,Anies-Muhaimin
1030,Thu Nov 30 12:41:51 +0000 2023,Burhanuddin Muhtadi Putaran Kedua Anies vs Prabowo Pengamat Anies Menunggu Hasil Kontestasi Prabowo vs Ganjar Konstelasi politik saat ini memang menyebabkan pasangan Capres Anies Baswedan dan Cawapres Muhaimin Iskandar atau AMIN menjadi diuntungkan,0.0,0,1.0,1.0,Simanjunta9Nico,https://twitter.com/Simanjunta9Nico/status/1730205498761457980,Anies-Muhaimin
1031,Thu Nov 30 12:15:10 +0000 2023,Capres and Cawapres Paling keren tak terbandingkan Pilih No 1 yg jelas bagusnya Dan prestasinya Anies RASYID Baswedan Dan Muhaimin Iskandar,1.0,1,0.0,3.0,diazika81,https://twitter.com/diazika81/status/1730198783424950647,Anies-Muhaimin
1032,Thu Nov 30 11:59:13 +0000 2023,Calon wakil presiden cawapres Koalisi Perubahan Muhaimin Iskandar atau akrab disapa Cak Imin menyindir anak muda menyukai sesuatu yang instan termasuk pemimpin instan threadtvOne,0.0,5,6.0,37.0,tvOneNews,https://twitter.com/tvOneNews/status/1730194769853423831,Anies-Muhaimin
1033,Thu Nov 30 11:58:13 +0000 2023,Muhaimin Maguire Iskandar Cawapres pilihan paloh ini emang top bgt blundernya,0.0,0,0.0,0.0,MandroSihombing,https://twitter.com/MandroSihombing/status/1730194520523084194,Anies-Muhaimin
1034,Thu Nov 30 10:24:34 +0000 2023,Cawapres nomor urut 1 Muhaimin Iskandar sebut tak ada persiapan khusus jelang debat capres cawapres putaran pertama 12 Desember 2023,0.0,0,0.0,3.0,kompascom,https://twitter.com/kompascom/status/1730170951613264365,Anies-Muhaimin
1035,Thu Nov 30 10:06:54 +0000 2023,Sudirman Said Pasangan AMIN Hanya Istirahat Cukup Hadapi Debat Capres Cawapres Pasangan Anies Baswedan Muhaimin Iskandar sdh terbiasa mengikuti forum dialog terbuka saat menjadi aktivis semasa kuliah AMIN2024 aminkanindonesia sir,0.0,0,1.0,5.0,Simanjunta9Nico,https://twitter.com/Simanjunta9Nico/status/1730166505856438580,Anies-Muhaimin
1036,Thu Nov 30 10:00:38 +0000 2023,Ini statement paling seudzon yg gw pernah dengar Jakarta 30 Nop 23 Cawapres nomor urut 1 Muhaimin Iskandar atau Cak Imin mnt pendukungnya bntu kemenangan Pilpres 2024 Dia kata jk pasangan AMIN tidak menang Indonesia AKAN HANCUR,0.0,0,0.0,0.0,FransWidyanata,https://twitter.com/FransWidyanata/status/1730164926885617995,Anies-Muhaimin
