,created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url,Kandidat
2015,Tue Dec 12 13:21:16 +0000 2023,1734564072132415894,"Budiman aja sampe nunduk, malu..   Ngelantur.. , Ga paham konteks..   Emang yg pantes ya cuma pa Anies..  Masa ga mau punya presiden sehebat ini, ayo pada sadar..  Ini Presiden buat semua kok, bukan buat pendukung paslon 1 doang..   #AniesMuhaimin2024  #AniesPresiden2024",0,0,1,2,in,1720804026743394304,1734564072132415894,Hendar_Wei,https://twitter.com/Hendar_Wei/status/1734564072132415894,Anies-Muhaimin
2016,Tue Dec 12 13:20:04 +0000 2023,1734563771383963860,NEGARA ADALAH IBU DARI RAKYATNYA. HARUS SELALU HADIR DAN ADIL.  #AniesPresiden2024  #AMINAjaDulu  #AminPalingSiapUntukIndonesia  #AniesMuhaimin2024,0,0,0,0,in,1664406398304940033,1734563771383963860,serena_c23,https://twitter.com/serena_c23/status/1734563771383963860,Anies-Muhaimin
2017,Tue Dec 12 13:19:36 +0000 2023,1734563654962716748,Yang terbaik Nomor Satu AMIN PKB dari NU untuk Indonesia 🇲🇨 #AMINTerbaikNomor1  #AMINUnggulDebatCapres #AniesPresiden2024 https://t.co/96sGHYLLeV,0,0,0,0,in,1617850973103468547,1734563654962716748,SaminParto,https://twitter.com/SaminParto/status/1734563654962716748,Anies-Muhaimin
2018,Tue Dec 12 13:18:06 +0000 2023,1734563276238008649,"Tunjukan Potret Keadilan, Anies Bawa Ayah Korban Pilpres 2019 dalam Debat Perdana #AniesPresiden2024 #DebatCapres #RMOL https://t.co/XxMqPW5jLe",0,0,3,11,in,990237626,1734563276238008649,rmol_id,https://twitter.com/rmol_id/status/1734563276238008649,Anies-Muhaimin
2019,Tue Dec 12 13:11:28 +0000 2023,1734561608586973612,Si Gemoy mulai tinggi nih nadanya #AniesPresiden2024 https://t.co/7lq01PkqqA,0,0,0,0,in,1700648796127129600,1734561608586973612,Wongpendok,https://twitter.com/Wongpendok/status/1734561608586973612,Anies-Muhaimin
2020,Tue Dec 12 13:09:59 +0000 2023,1734561232773173718,Nah.. tema HAM di papua di jlentrehkan gamblang Oleh Bapak Anies 😁 gimana nih kemenhan ini.. kok malah fokus ekonomi 😂😂 #DebatCapres  #GemoiPanik  #AniesPresiden2024,0,0,0,1,in,109791172,1734561232773173718,black87dog,https://twitter.com/black87dog/status/1734561232773173718,Anies-Muhaimin
2021,Tue Dec 12 13:09:04 +0000 2023,1734561005391446186,Mantappp Paket No 1 Capres dan Cawapres Tahun 2024 #AMINAjaDulu  #AniesPresiden2024 https://t.co/Hn2z7m3cZx,0,0,0,0,in,1702921326519050240,1734561005391446186,Danny1966230887,https://twitter.com/Danny1966230887/status/1734561005391446186,Anies-Muhaimin
2022,Tue Dec 12 13:05:48 +0000 2023,1734560179692401086,"Indonesia Bukan Negara Kekuasaan, Anies Bertekad Kembalikan Hukum yang Bengkok #AniesPresiden2024 #DebatCapres #RMOL https://t.co/quxPOwXN7x",3,5,135,322,in,990237626,1734560179692401086,rmol_id,https://twitter.com/rmol_id/status/1734560179692401086,Anies-Muhaimin
2023,Tue Dec 12 13:05:03 +0000 2023,1734559994744373689,"Pasangan AMIN,,, menguasai semua materi debat...👍👍👍 #AniesPresiden2024 #MuhaiminIskandar https://t.co/TW26uEwu5J",0,0,0,0,in,1603783136428511232,1734559994744373689,mamanbocil09,https://twitter.com/mamanbocil09/status/1734559994744373689,Anies-Muhaimin
2024,Tue Dec 12 12:54:42 +0000 2023,1734557389137834425,"Disuruh menyampaikan visi misi Hukum dan HAM malah calon 2 dan 3 cerita ngglambyar kemana-mana, ga nyambung apa yg diminta Hanya calon presiden 01 yang dari awal smp akhir jelas menyampaikan visi misi sesuai materinya #AniesPresiden2024 #AMINAjaDulu #AminPalingSiapUntukIndonesia",0,0,0,1,in,1135684613580308481,1734557389137834425,Gajahmodo3,https://twitter.com/Gajahmodo3/status/1734557389137834425,Anies-Muhaimin
2025,Tue Dec 12 12:49:24 +0000 2023,1734556052509876419,"Anies Baswedan sampaikan misi visa dengan cerdas, singgung tiadanya penegakan hukum dengan contoh konkret. Sebut pendukung Prabowo yang wafat dan belum ada kejelasan hukumnya.  #DebatCapres #AniesPresiden2024",0,1,6,32,in,35680707,1734556052509876419,m_nurfatoni,https://twitter.com/m_nurfatoni/status/1734556052509876419,Anies-Muhaimin
2026,Tue Dec 12 12:46:03 +0000 2023,1734555211224756355,"Pak Anies Kereennn Tajem, kerasss, menohok..  Mantap..   #AMINAjaDulu  #AniesMuhaimin2024 #AniesPresiden2024",0,0,1,1,in,1720804026743394304,1734555211224756355,Hendar_Wei,https://twitter.com/Hendar_Wei/status/1734555211224756355,Anies-Muhaimin
2027,Tue Dec 12 12:46:01 +0000 2023,1734555204723638761,"Anies Baswedan tampil begitu menarik dgn pemaparan Visi Misi dibidang Hukum &amp  Pemerintahan: pemaparan yg singkat &amp  jelas, mudah difahami &amp  dicerana #AniesPresiden2024 #DebatCapres",0,0,0,1,in,1692290179,1734555204723638761,Firmansyahlepi,https://twitter.com/Firmansyahlepi/status/1734555204723638761,Anies-Muhaimin
2028,Tue Dec 12 12:44:39 +0000 2023,1734554859192668358,Penegakan hukum yang jelas untuk semua kalangan masyarakat tanpa pandang bulu.. #AniesPresiden2024 #PKSmenangAMIN PilihPKS CoblosAMIN,0,0,0,0,in,1487433599280611329,1734554859192668358,mputrikusuma,https://twitter.com/mputrikusuma/status/1734554859192668358,Anies-Muhaimin
2029,Tue Dec 12 12:39:38 +0000 2023,1734553598389113247,"Dengan Nama Allah Yang Maha Pengasih dan Maha Penyayang, #AniesPresiden2024",0,0,0,0,in,1603697571859681280,1734553598389113247,SekarIzza,https://twitter.com/SekarIzza/status/1734553598389113247,Anies-Muhaimin
2030,Tue Dec 12 12:04:00 +0000 2023,1734544628702142527,Udah gak sabar nih.. :) #AniesPresiden2024 #AMINku01 #AMINajadulu,0,0,0,0,in,1682991686031659008,1734544628702142527,DjoDrv,https://twitter.com/DjoDrv/status/1734544628702142527,Anies-Muhaimin
2031,Mon Dec 18 12:51:51 +0000 2023,1736730997075657127,"Jangan pilih pemimpin psikopat dan pembunuh, yuk lihat rekam jejaknya @dontdieee AMIN2024 #Makinjelasmasbowoaja samasul mega miftah Ndasmu banyumas Ponpes Lirboyo Kediri https://t.co/4c6OrFJSIl https://t.co/UKoBfDsKWP",0,0,0,0,in,1712866990258573312,1736730997075657127,calvinfrmnsyhh,https://twitter.com/calvinfrmnsyhh/status/1736730997075657127,Anies-Muhaimin
2032,Mon Dec 18 12:50:06 +0000 2023,1736730558334750751,"Jangan pilih pemimpin psikopat dan pembunuh, yuk lihat rekam jejaknya @DPRryujin AMIN2024 #Makinjelasmasbowoaja samasul mega miftah Ndasmu banyumas Ponpes Lirboyo Kediri https://t.co/YyrhBmpJff https://t.co/21eAiZcI4p",0,0,0,0,in,1712764014856724480,1736730558334750751,rafikaliii,https://twitter.com/rafikaliii/status/1736730558334750751,Anies-Muhaimin
2033,Mon Dec 18 12:49:26 +0000 2023,1736730388427571276,@KompasTV Insya Allah pak SBY .... AMiN.  2024 AMIN kan Indonesia. Aamiin ya rabbal 'alamiin,0,0,0,0,in,1690691027970166784,1736580684398150103,afareenqueen,https://twitter.com/afareenqueen/status/1736730388427571276,Anies-Muhaimin
2034,Mon Dec 18 12:49:13 +0000 2023,1736730333469614081,"Jangan pilih pemimpin psikopat dan pembunuh, yuk lihat rekam jejaknya @faisaimuut AMIN2024 #Makinjelasmasbowoaja samasul mega miftah Ndasmu banyumas Ponpes Lirboyo Kediri https://t.co/KlshtHddqM https://t.co/fzhyodNXX2",0,0,0,0,in,1711036959110709248,1736730333469614081,nindyseptianni,https://twitter.com/nindyseptianni/status/1736730333469614081,Anies-Muhaimin
2035,Mon Dec 18 12:49:01 +0000 2023,1736730283284856845,"Jangan pilih pemimpin psikopat dan pembunuh, yuk lihat rekam jejaknya @fahiraaaa____ AMIN2024 #Makinjelasmasbowoaja samasul mega miftah Ndasmu banyumas Ponpes Lirboyo Kediri https://t.co/gzdLLdpHfy https://t.co/GXCysaihLV",0,0,0,0,in,1712809053842448384,1736730283284856845,Gerimlky,https://twitter.com/Gerimlky/status/1736730283284856845,Anies-Muhaimin
2036,Mon Dec 18 12:48:12 +0000 2023,1736730081031307727,"Jangan pilih pemimpin psikopat dan pembunuh, yuk lihat rekam jejaknya @Faizah_alkarim AMIN2024 #Makinjelasmasbowoaja samasul mega miftah Ndasmu banyumas Ponpes Lirboyo Kediri https://t.co/FwCCqQaICu https://t.co/ZbcLVMv9vc",0,0,0,0,in,1712741636726517760,1736730081031307727,Andiniresyyya,https://twitter.com/Andiniresyyya/status/1736730081031307727,Anies-Muhaimin
2037,Mon Dec 18 12:47:59 +0000 2023,1736730023208653012,2024 saya ingin  - kerja di perusahaan yang culturenya sesuai harapan gue - ikut marathon 10k - berat badan nambah 10 kg - bisa nabung sampe 2 digit - lebih pinter dan wise dalam menjalani kehidupan ini hehe amin amin,0,0,0,0,in,1125753144686678017,1736730023208653012,juztmingyu97,https://twitter.com/juztmingyu97/status/1736730023208653012,Anies-Muhaimin
2038,Mon Dec 18 12:46:21 +0000 2023,1736729614742167709,"Jangan pilih pemimpin psikopat dan pembunuh, yuk lihat rekam jejaknya @Doris01520976 AMIN2024 #Makinjelasmasbowoaja samasul mega miftah Ndasmu banyumas Ponpes Lirboyo Kediri https://t.co/HIxjs2kGvv https://t.co/XDAUJhrzVN",0,0,0,0,in,1710987429463928832,1736729614742167709,Yuni_Ameliax,https://twitter.com/Yuni_Ameliax/status/1736729614742167709,Anies-Muhaimin
2039,Mon Dec 18 12:46:09 +0000 2023,1736729562464305453,"Jangan pilih pemimpin psikopat dan pembunuh, yuk lihat rekam jejaknya @Faahraa23 AMIN2024 #Makinjelasmasbowoaja samasul mega miftah Ndasmu banyumas Ponpes Lirboyo Kediri https://t.co/5cZ2rmWJaA https://t.co/yE8vRPHf2n",0,0,0,0,in,1712759682698444800,1736729562464305453,citraaulii,https://twitter.com/citraaulii/status/1736729562464305453,Anies-Muhaimin
2040,Mon Dec 18 12:45:26 +0000 2023,1736729382478316015,"Jangan pilih pemimpin psikopat dan pembunuh, yuk lihat rekam jejaknya @doyoungsehun AMIN2024 #Makinjelasmasbowoaja samasul mega miftah Ndasmu banyumas Ponpes Lirboyo Kediri https://t.co/Qa3Mmz1NFI https://t.co/RurccBcMfe",0,0,0,0,in,1712773868199514112,1736729382478316015,PutraBahter,https://twitter.com/PutraBahter/status/1736729382478316015,Anies-Muhaimin
2041,Mon Dec 18 12:45:14 +0000 2023,1736729334499697026,@Muslim_AntiPKI9 2024 ASAL BUKAN AMIN,0,0,0,0,in,1240816865938518019,1736446004029964733,Bananabreadcof1,https://twitter.com/Bananabreadcof1/status/1736729334499697026,Anies-Muhaimin
2042,Mon Dec 18 12:45:00 +0000 2023,1736729272910332037,"Timnas AMIN merespon video Prabowo yang mengatakan ' Etik ndasmu'. Anies Baswedan saat debat pertama capres Pemilu 2024 menyinggung soal etik dalam bernegara, bukan etik secara personal.  CARITAU selengkapnya di: https://t.co/Gu9nvsAsAu  #AniesMuhaimin2024 #prabowo https://t.co/xSMv7zZh78",0,0,0,0,in,1471429821548752898,1736729272910332037,caritaucom,https://twitter.com/caritaucom/status/1736729272910332037,Anies-Muhaimin
2043,Mon Dec 18 12:43:32 +0000 2023,1736728904315052136,"Jangan pilih pemimpin psikopat dan pembunuh, yuk lihat rekam jejaknya @fahemiii AMIN2024 #Makinjelasmasbowoaja samasul mega miftah Ndasmu banyumas Ponpes Lirboyo Kediri https://t.co/ZUu41wbKAO https://t.co/1Za0ST1E95",0,0,0,0,in,1712795056367882240,1736728904315052136,Asmorognd,https://twitter.com/Asmorognd/status/1736728904315052136,Anies-Muhaimin
2044,Mon Dec 18 12:43:31 +0000 2023,1736728899550433313,"Jangan pilih pemimpin psikopat dan pembunuh, yuk lihat rekam jejaknya @fais_ilaa AMIN2024 #Makinjelasmasbowoaja samasul mega miftah Ndasmu banyumas Ponpes Lirboyo Kediri https://t.co/Yb89VkTmim https://t.co/3oVDQGoA68",0,0,0,0,in,1712744675860439040,1736728899550433313,keyshamhranii,https://twitter.com/keyshamhranii/status/1736728899550433313,Anies-Muhaimin
2045,Mon Dec 18 12:43:20 +0000 2023,1736728852708417937,Ketupat Sayur Padang... 1 lagi masakan padang yg jadi menu andalan tuk sarapan ! 🤤🤤🤤  #1jajanankesukaan,0,0,0,0,in,485523022,1736728852708417937,abinyafahmi,https://twitter.com/abinyafahmi/status/1736728852708417937,Anies-Muhaimin
2046,Mon Dec 18 12:43:16 +0000 2023,1736728836212175019,"Jangan pilih pemimpin psikopat dan pembunuh, yuk lihat rekam jejaknya @disuruhdiamaku AMIN2024 #Makinjelasmasbowoaja samasul mega miftah Ndasmu banyumas Ponpes Lirboyo Kediri https://t.co/cYUk1wT46L https://t.co/QdlJ7VBrNR",0,0,0,0,in,1713887204651814912,1736728836212175019,mayraptrnasira,https://twitter.com/mayraptrnasira/status/1736728836212175019,Anies-Muhaimin
2047,Mon Dec 18 12:43:14 +0000 2023,1736728830562472263,"Jangan pilih pemimpin psikopat dan pembunuh, yuk lihat rekam jejaknya @Djoendpratama AMIN2024 #Makinjelasmasbowoaja samasul mega miftah Ndasmu banyumas Ponpes Lirboyo Kediri https://t.co/QcBj2vvzZW https://t.co/DquYwN4sYD",0,0,0,0,in,1712709664981532672,1736728830562472263,Snistiaaa,https://twitter.com/Snistiaaa/status/1736728830562472263,Anies-Muhaimin
2048,Mon Dec 18 12:43:09 +0000 2023,1736728809423208732,"Jangan pilih pemimpin psikopat dan pembunuh, yuk lihat rekam jejaknya @diptoooooooo AMIN2024 #Makinjelasmasbowoaja samasul mega miftah Ndasmu banyumas Ponpes Lirboyo Kediri https://t.co/PFpdmw2nb2 https://t.co/0yJtGmeaIO",0,0,0,0,in,1712839272523546624,1736728809423208732,gustiarmawann,https://twitter.com/gustiarmawann/status/1736728809423208732,Anies-Muhaimin
2049,Mon Dec 18 12:42:59 +0000 2023,1736728767316598915,"Jangan pilih pemimpin psikopat dan pembunuh, yuk lihat rekam jejaknya @ditopatidolk AMIN2024 #Makinjelasmasbowoaja samasul mega miftah Ndasmu banyumas Ponpes Lirboyo Kediri https://t.co/tHGD6DIbDu https://t.co/mF9TdXcSs8",0,0,0,0,in,1712418659195666432,1736728767316598915,CandraSultiann,https://twitter.com/CandraSultiann/status/1736728767316598915,Anies-Muhaimin
2050,Mon Dec 18 12:41:38 +0000 2023,1736728427124928770,Tahu sumedang.... dimakam saat lagi panas2nya ! Emm..mmm 🤤👍  #1jajanankesukaan,0,0,0,0,in,485523022,1736728427124928770,abinyafahmi,https://twitter.com/abinyafahmi/status/1736728427124928770,Anies-Muhaimin
2051,Mon Dec 18 12:41:35 +0000 2023,1736728412658790825,"Jangan pilih pemimpin psikopat dan pembunuh, yuk lihat rekam jejaknya @dooty1016 AMIN2024 #Makinjelasmasbowoaja samasul mega miftah Ndasmu banyumas Ponpes Lirboyo Kediri https://t.co/GMP7NFsQTz https://t.co/2wDRbojSNy",0,0,0,0,in,1713869335637417984,1736728412658790825,windiasrii,https://twitter.com/windiasrii/status/1736728412658790825,Anies-Muhaimin
2052,Mon Dec 18 12:40:30 +0000 2023,1736728141379592397,"Jangan pilih pemimpin psikopat dan pembunuh, yuk lihat rekam jejaknya @Evitasari_Mae AMIN2024 #Makinjelasmasbowoaja samasul mega miftah Ndasmu banyumas Ponpes Lirboyo Kediri https://t.co/HgqO2ZoQD8 https://t.co/PGlGzsfrBF",0,0,0,0,in,1716665239436185600,1736728141379592397,nizaramdhanii,https://twitter.com/nizaramdhanii/status/1736728141379592397,Anies-Muhaimin
2053,Mon Dec 18 12:40:21 +0000 2023,1736728105677644077,"Jangan pilih pemimpin psikopat dan pembunuh, yuk lihat rekam jejaknya @eyesfrliaa AMIN2024 #Makinjelasmasbowoaja samasul mega miftah Ndasmu banyumas Ponpes Lirboyo Kediri https://t.co/Cluewz3aX0 https://t.co/TiyJUySbGD",0,0,0,0,in,1712409534017511424,1736728105677644077,naviraulia,https://twitter.com/naviraulia/status/1736728105677644077,Anies-Muhaimin
2054,Mon Dec 18 12:39:37 +0000 2023,1736727920067084314,"@collegemenfess 2024 -bisa beli laptop (meski second) -IPS diatas 3,7 (karena sebelumnya IPS ku segini hehe pegen juga IPS 3,8, aku bersyukur kok dpt IPS 3,7) -join roboholic trs Mak jeder jadi tim robotik (amin) -join Ebio -ikut kepanitiaan",0,0,0,0,in,1683383073700970496,1736703425415704947,toufuyum,https://twitter.com/toufuyum/status/1736727920067084314,Anies-Muhaimin
2055,Mon Dec 18 12:39:23 +0000 2023,1736727859560161710,"#AniesMuhaimin2024 #AMINAjaDulu #Gaza_Genocide #IsraelTerorrist Tai akan tetap menjadi tai sampai Kapan pun, sekalipun Tai itu dalam tumpukan emas dan permata. Begitupun Sebaliknya.!  AMIN 2024 Innalillahi Ndasmu Jokowi Miftah Mega Fadil Banyumas Lily",0,0,0,0,in,3379938012,1736727859560161710,MaliaAsdata,https://twitter.com/MaliaAsdata/status/1736727859560161710,Anies-Muhaimin
2056,Mon Dec 18 12:38:33 +0000 2023,1736727649949794814,"#AniesMuhaimin2024 #AMINAjaDulu #Gaza_Genocide #IsraelTerorrist Tai akan tetap menjadi tai sampai Kapan pun, sekalipun Tai itu dalam tumpukan emas dan permata. Begitupun Sebaliknya.!  AMIN 2024 Innalillahi Ndasmu Jokowi Miftah Mega Fadil Banyumas Lily",0,0,0,0,in,3379938012,1736727649949794814,MaliaAsdata,https://twitter.com/MaliaAsdata/status/1736727649949794814,Anies-Muhaimin
2057,Mon Dec 18 12:37:33 +0000 2023,1736727400506081524,"Jangan pilih pemimpin psikopat dan pembunuh, yuk lihat rekam jejaknya @DNAescobar10 AMIN2024 #Makinjelasmasbowoaja samasul mega miftah Ndasmu banyumas Ponpes Lirboyo Kediri https://t.co/OIZ6ttSb2J https://t.co/sxWEFVAvee",0,0,0,0,in,1714137186323623936,1736727400506081524,Dausarjuna,https://twitter.com/Dausarjuna/status/1736727400506081524,Anies-Muhaimin
2058,Mon Dec 18 12:37:05 +0000 2023,1736727280607715393,"Jangan pilih pemimpin psikopat dan pembunuh, yuk lihat rekam jejaknya @donatjasquid AMIN2024 #Makinjelasmasbowoaja samasul mega miftah Ndasmu banyumas Ponpes Lirboyo Kediri https://t.co/xtNkazZxQd https://t.co/gDvTV324n1",0,0,0,0,in,1713482381183819776,1736727280607715393,andiniraudella,https://twitter.com/andiniraudella/status/1736727280607715393,Anies-Muhaimin
2059,Mon Dec 18 12:36:28 +0000 2023,1736727125846302812,2024 tinggal 13 hari lagi  semangat buat kalian yang banyak cobaan dan masalah   amin  #2024 #tahunbaru #IndonesiaMaju https://t.co/OpX7WOtxXd,0,0,0,0,in,1711083876620390400,1736727125846302812,inp0Mase,https://twitter.com/inp0Mase/status/1736727125846302812,Anies-Muhaimin
2060,Mon Dec 18 12:35:56 +0000 2023,1736726992274571766,"Jangan pilih pemimpin psikopat dan pembunuh, yuk lihat rekam jejaknya @Donxixixi AMIN2024 #Makinjelasmasbowoaja samasul mega miftah Ndasmu banyumas Ponpes Lirboyo Kediri https://t.co/zDeZBP1g7q https://t.co/EgfSXRCAVC",0,0,0,0,in,1713810413790654464,1736726992274571766,ranggaemanuelll,https://twitter.com/ranggaemanuelll/status/1736726992274571766,Anies-Muhaimin
2061,Mon Dec 18 12:35:35 +0000 2023,1736726904601034796,Insyaallah AMIN 🇮🇩 2024 #AminPalingSiapUntukIndonesia  #AMIN2024 https://t.co/cLGnLBvVid,0,0,0,0,in,1605030607339126784,1736726904601034796,Rahmadsimamora6,https://twitter.com/Rahmadsimamora6/status/1736726904601034796,Anies-Muhaimin
2062,Sun Dec 24 14:33:19 +0000 2023,1738930859204645148,Jogja Desta Hujan paman Gembul Si Gemoy Itu Emosian nyetrika Hilirisasi Luna Abdur #lapakcot  mendung cak imin SGIE Gibran morowali kingdom Bandung #MulutManisAnies somi,0,0,0,0,in,1695395265598115840,1738930859204645148,rare1780915,https://twitter.com/rare1780915/status/1738930859204645148,Anies-Muhaimin
2063,Sun Dec 24 14:33:10 +0000 2023,1738930824089944453,"@ozarangkuti Nyeplos aja, Cak Imin. Ujung-ujungnya pasti jadi rungkad, gitu loh",0,0,0,0,in,1700988582360760322,1738758280544203038,ImaniHein76938,https://twitter.com/ImaniHein76938/status/1738930824089944453,Anies-Muhaimin
2064,Sun Dec 24 14:33:01 +0000 2023,1738930786613739937,Jogja Desta Hujan paman Gembul Si Gemoy Itu Emosian nyetrika Hilirisasi Luna Abdur #lapakcot  mendung cak imin SGIE Gibran morowali kingdom Bandung #MulutManisAnies somi,0,0,0,0,in,1727197328199868416,1738930786613739937,StevenKell56201,https://twitter.com/StevenKell56201/status/1738930786613739937,Anies-Muhaimin
2065,Sun Dec 24 14:32:56 +0000 2023,1738930764245585997,@memelord_666666 Kalo cak Imin yang preseden Prabowo wapres nya bisa sih.,0,0,0,0,in,1220354882424778753,1738709090984210760,kitabiasaaaa,https://twitter.com/kitabiasaaaa/status/1738930764245585997,Anies-Muhaimin
2066,Sun Dec 24 14:32:43 +0000 2023,1738930709077876963,Jogja Desta Hujan paman Gembul Si Gemoy Itu Emosian nyetrika Hilirisasi Luna Abdur #lapakcot  mendung cak imin SGIE Gibran morowali kingdom Bandung #MulutManisAnies somi,0,0,0,0,in,1727197245312028672,1738930709077876963,JeremiahT14254,https://twitter.com/JeremiahT14254/status/1738930709077876963,Anies-Muhaimin
2067,Sun Dec 24 14:32:14 +0000 2023,1738930588294517087,Jogja Desta Hujan paman Gembul Si Gemoy Itu Emosian nyetrika Hilirisasi Luna Abdur #lapakcot  mendung cak imin SGIE Gibran morowali kingdom Bandung #MulutManisAnies somi,0,0,0,0,in,1727197243592282112,1738930588294517087,AshleyCruz91981,https://twitter.com/AshleyCruz91981/status/1738930588294517087,Anies-Muhaimin
2068,Sun Dec 24 14:32:13 +0000 2023,1738930583856939054,"@ozarangkuti Cak Imin kayak double agent, sengaja jatuhin AMIN dari dalam",0,0,0,0,in,1701752361654366208,1738758280544203038,IndieManza78646,https://twitter.com/IndieManza78646/status/1738930583856939054,Anies-Muhaimin
2069,Sun Dec 24 14:32:06 +0000 2023,1738930553557274640,"@AiraAfniAmalia @RadioElshinta Yes setuju, saya bukan pendukung Prof.mahfud tp debat kemaren itu beliau lebih menguasai materi...dibanding dengan tong kosong yg nyaring bunyinya itu...Cak Imin juga secara isi ok, tp memang harus banyak perbaikan lagi lah",0,0,0,0,in,1618294701328850945,1738198499764875388,rikamulyasari16,https://twitter.com/rikamulyasari16/status/1738930553557274640,Anies-Muhaimin
2070,Sun Dec 24 14:31:58 +0000 2023,1738930519268884738,"Gibran Sebut Ekspor Nikel Tembus US$33 Miliar, Cek Faktanya!  Gibran Cak Imin Fuji Abdur Brebes Lembang https://t.co/QHLlaP8ac5",0,0,0,0,in,1344992219652997121,1738930519268884738,RokhanaSti,https://twitter.com/RokhanaSti/status/1738930519268884738,Anies-Muhaimin
2071,Sun Dec 24 14:31:54 +0000 2023,1738930502529351928,"walaupun cak imin ga sebagus itu tp ya lumayan lah, drpd gibran",0,0,0,0,in,1608298775507861507,1738930502529351928,salwapra,https://twitter.com/salwapra/status/1738930502529351928,Anies-Muhaimin
2072,Sun Dec 24 14:31:10 +0000 2023,1738930318445580396,@tvOneNews Pak aniss dan cak imin keren poll,0,0,0,0,in,1712243400421117952,1738530421732991307,pacarvminkook,https://twitter.com/pacarvminkook/status/1738930318445580396,Anies-Muhaimin
2073,Sun Dec 24 14:31:07 +0000 2023,1738930306412085376,"@AbrSamad Mimpi untuk menjadi pemimpin ternyata hanya sekadar mimpi bagi Gibran, tanpa nyata menjadi kenyataan @ochilatte #KeluargaKokohDanTangguh | Christmas | SGIE | #RelawanETutk02 | Gibran | Cak Imin | Bahlil",0,0,0,0,in,1714149444671918080,1738803339369001253,fifishaera,https://twitter.com/fifishaera/status/1738930306412085376,Anies-Muhaimin
2074,Sun Dec 24 14:30:50 +0000 2023,1738930235700375797,@AbrSamad Bagaimana kita bisa percaya pada pemimpin seperti itu @nyungkie #KeluargaKokohDanTangguh | Christmas | SGIE | #RelawanETutk02 | Gibran | Cak Imin | Bahlil,0,0,0,0,in,1716734840119451648,1738803339369001253,freyaulia,https://twitter.com/freyaulia/status/1738930235700375797,Anies-Muhaimin
2075,Sun Dec 24 14:30:46 +0000 2023,1738930220047249771,Setiap inget jokes slepet cak imin:,0,1,0,0,in,1207109922489425920,1738930220047249771,mj_jkt48,https://twitter.com/mj_jkt48/status/1738930220047249771,Anies-Muhaimin
2076,Sun Dec 24 14:30:38 +0000 2023,1738930185318420626,"@kumparan beruntung ada cak imin di last minute demokrat mau nyelonong pergi,yg pada akhirnya anies akan gagal melaju. rencana tuhan selalu lebih baik",0,0,0,0,in,946673062732292096,1738815821932384719,Last__Sword,https://twitter.com/Last__Sword/status/1738930185318420626,Anies-Muhaimin
2077,Sun Dec 24 14:30:28 +0000 2023,1738930143320838582,@Heraloebss Kegagalan Gibran membuktikan bahwa kemampuan retorika bukanlah indikator keberhasilan dalam kepemimpinan @miftanano #KeluargaKokohDanTangguh | Christmas | SGIE | #RelawanETutk02 | Gibran | Cak Imin | Bahlil,0,0,0,0,in,1713754579970744320,1738834636330148002,cahyaritanniia,https://twitter.com/cahyaritanniia/status/1738930143320838582,Anies-Muhaimin
2078,Sun Dec 24 14:30:28 +0000 2023,1738930142595203326,@AbrSamad Pernyataan-pernyataan ngawur dari Gibran semakin menggambarkan bahwa dia bukanlah pemimpin yang serius dan tanggap terhadap masalah @oktarvn #KeluargaKokohDanTangguh | Christmas | SGIE | #RelawanETutk02 | Gibran | Cak Imin | Bahlil,0,0,0,0,in,1712749433304256512,1738803339369001253,LinaKhomalasari,https://twitter.com/LinaKhomalasari/status/1738930142595203326,Anies-Muhaimin
2079,Sun Dec 24 14:30:14 +0000 2023,1738930083312857107,Sebagai contoh Pak Erdogan sj waktu capres Turki  Semua lembaga survey sebut p Erdogan kalah tapi nyatanya menang dan sah jadi presiden Turki Ingat yg pilih itu rakyat Indonesia   Timnas AMIN Respons Candaan Gus Yahya Sebut Cak Imin Tak Menang: Biarin Aja https://t.co/ApvQkSKf5e,0,0,0,0,in,700471787788734465,1738930083312857107,jondiljonson,https://twitter.com/jondiljonson/status/1738930083312857107,Anies-Muhaimin
2080,Sun Dec 24 14:30:13 +0000 2023,1738930079240192018,"@VIVAcoid Kemesok, keminter, songong, modal apalan teks. Isi omongan gada mutu, ga nyambung. Kek gini dibilang paling mengerti bidang yang dikuasi cak imin dan pak Mahfud?",0,0,0,0,in,1702498241454231552,1738837960118894967,ardiaard9,https://twitter.com/ardiaard9/status/1738930079240192018,Anies-Muhaimin
2081,Sun Dec 24 14:30:00 +0000 2023,1738930026320634179,Sederet Proyek Pemerintah Pusat di Solo yang Disinggung Cak Imin  Cak Imin soroti banyaknya proyek besar di Solo saat Gibran menjabat sebagai wali kota.  https://t.co/oWm05tGBYO  #20detik,0,0,0,2,in,69183155,1738930026320634179,detikcom,https://twitter.com/detikcom/status/1738930026320634179,Anies-Muhaimin
2082,Sun Dec 24 14:29:29 +0000 2023,1738929894762164476,"@Heraloebss @prabowo @gibran_tweet Hoax dan halu seringkali keluar dari mulut sang tokoh anti kritik ini, apakah kita bisa mempercayainya? @peterrrr699__ #KeluargaKokohDanTangguh | Christmas | SGIE | #RelawanETutk02 | Gibran | Cak Imin | Bahlil",0,0,0,0,in,1713453685127405568,1738903295576674517,deswitacarmilla,https://twitter.com/deswitacarmilla/status/1738929894762164476,Anies-Muhaimin
