,created_at,quote_count,reply_count,retweet_count,favorite_count,username,tweet_url,Kandidat,tweets
2406,Sun Dec 24 13:37:22 +0000 2023,0.0,0,0.0,0.0,baniakmall,https://twitter.com/baniakmall/status/1738916780687679631,Anies-Muhaimin,"Wahaha Vegetable starfruit is really cute, I thought it was just food SGIE Gibran Cak Imin SlepetAjaGus FixedGBRANcool"
2407,Sun Dec 24 13:37:16 +0000 2023,0.0,0,0.0,0.0,JGalardooo,https://twitter.com/JGalardooo/status/1738916756566245670,Anies-Muhaimin,Gibran is an original leader who prefers to talk rather than act for his people. FamilyStrongAndToughChristmas SGIE VolunteerETfor02 Gibran Cak Imin Bahlil
2408,Sun Dec 24 13:37:14 +0000 2023,0.0,0,0.0,0.0,AzmiAfriyansah,https://twitter.com/AzmiAfriyansah/status/1738916747766579452,Anies-Muhaimin,"It's really tacky. Sulfuric acid. I want to talk about SGIE but there are those who sneak in. Sego Savory Inkung. Delicious. Just save energy, use a little brain. SGIE Gibran Cak Imin SlepetAjaGus FixedGBRANcool"
2409,Sun Dec 24 13:37:14 +0000 2023,0.0,0,0.0,0.0,ChirstinaAnggel,https://twitter.com/ChirstinaAnggel/status/1738916745782624652,Anies-Muhaimin,"Star fruit vegetable pretends to ask about SGIE, the smart ones sending conversations with a piece of sack don't understand SGIE Gibran Cak Imin SlepetAjaGus FixedGBRANcool"
2410,Sun Dec 24 13:37:14 +0000 2023,0.0,0,0.0,0.0,qoryagusstinna,https://twitter.com/qoryagusstinna/status/1738916744310423613,Anies-Muhaimin,"Don't be too arrogant, Belimbing Sayur pretends to be smart but instead makes you laugh with SGIE Sego Savory Inkung Delicious SGIE Gibran Cak Imin SlepetAjaGus FixedGBRANcool"
2411,Sun Dec 24 13:37:08 +0000 2023,0.0,0,0.0,0.0,AyuNindyy,https://twitter.com/AyuNindyy/status/1738916720621044121,Anies-Muhaimin,No wonder young people who are a bit tacky like PonakanMK like to use SJITOEism style moves Bambang SGIE Gibran Cak Imin SlepetAjaGus FixedGBRANcool
2412,Sun Dec 24 13:37:05 +0000 2023,0.0,0,0.0,0.0,puspaaamellia,https://twitter.com/puspaaamellia/status/1738916707098665091,Anies-Muhaimin,"Eh, Starfruit Vegetables, how can you think about SGIE? His brain is the size of a lupis, right? SGIE Gibran Cak Imin SlepetAjaGus FixedGBRANcool"
2413,Sun Dec 24 13:37:04 +0000 2023,0.0,0,5.0,16.0,Mohamad_Fathih,https://twitter.com/Mohamad_Fathih/status/1738916704619815025,Anies-Muhaimin,"Samosir adit 2000 Toniee Cak Imin in Debad about 40 cities, not specifically limited by time, but if you have a brain, you will think, understand, if you have a small brain, find out, don't laugh because this is a good concept, people don't flock to just a few big cities to look for opportunities. Anyway, Mr. Anies is suitable. President 2024"
2414,Sun Dec 24 13:37:04 +0000 2023,0.0,0,0.0,0.0,deayunta,https://twitter.com/deayunta/status/1738916702879146428,Anies-Muhaimin,"Sulfuric acid is more suitable to be a celebrity than a vice presidential candidate. Its existence is just to show off your lifestyle, right? SGIE Gibran Cak Imin SlepetAjaGus FixedGBRANcool"
2415,Sun Dec 24 13:37:00 +0000 2023,0.0,0,0.0,0.0,Nurull_w12,https://twitter.com/Nurull_w12/status/1738916688199078334,Anies-Muhaimin,Fuji Desta to Jogja Uncle Gembul Cak Imin even debates GATES OF OLYMPUS 5x manual off 10x auto on 30x auto off link slotgacor slotonline infoslotgacor infoslot pragmaticplay Minggu slotpg hw88 slot slot
2416,Sun Dec 24 13:36:53 +0000 2023,0.0,0,0.0,0.0,maulanafiqr,https://twitter.com/maulanafiqr/status/1738916659820449904,Anies-Muhaimin,"Tweet Young people should be role models for future generations, not tarnish their image as was done by Gibran's FamilySturdyAndToughChristmas SGIE VolunteerETutk02 Gibran Cak Imin Bahlil"
2417,Sun Dec 24 13:36:52 +0000 2023,0.0,0,0.0,0.0,Abizarbahii,https://twitter.com/Abizarbahii/status/1738916655210873134,Anies-Muhaimin,The village head's son should learn from his father who always speaks with ethics and manners Adityaa SGIE Gibran Cak Imin SlepetAjaGus FixedGBRANcool
2418,Sun Dec 24 13:36:50 +0000 2023,0.0,0,0.0,0.0,AlwaFitraa,https://twitter.com/AlwaFitraa/status/1738916645945663659,Anies-Muhaimin,The questionable SGIE Sulfuric acid already has a glass filled with ice. Don't count it. SGIE Gibran Cak Imin SlepetAjaGus FixedGBRANcool
2419,Sun Dec 24 13:36:45 +0000 2023,0.0,0,0.0,0.0,alisaanindira,https://twitter.com/alisaanindira/status/1738916624990941637,Anies-Muhaimin,Laugh Out Loud About This Annoying PonakanMK K azka SGIE Gibran Cak Imin SlepetAjaGus FixedGBRANcool
2420,Sun Dec 24 13:36:40 +0000 2023,0.0,0,0.0,0.0,AnantaFerd,https://twitter.com/AnantaFerd/status/1738916604287823919,Anies-Muhaimin,"Gibran's success was just an illusion, making the people increasingly disappointed with their dashed hopes. FamilyStrongAndTough Christmas SGIE VolunteerETutk02 Gibran Cak Imin Bahlil"
2421,Sun Dec 24 13:36:29 +0000 2023,0.0,0,0.0,0.0,tentangIndoCom,https://twitter.com/tentangIndoCom/status/1738916558658048078,Anies-Muhaimin,"The importance of SGEI for the Indonesian Sharia Economy, the term SGEI has become a hot topic of conversation recently after Gibran Rakabuming Raka asked Cak Imin during the Vice Presidential Debate on December 22 2023. Sgei Gibran Erickthohir Promedia Prabowo"
2422,Sun Dec 24 13:36:24 +0000 2023,0.0,0,0.0,0.0,beyonddscene__,https://twitter.com/beyonddscene__/status/1738916538382791061,Anies-Muhaimin,"And regarding the vice presidential debate yesterday, I just watched the replay, IMO, maybe Imin lost at the same time, but at least the things he answered were substantial. The ideas and concepts are there. Pls educate me. I really don't understand why people don't defend Mr. Anies."
2423,Sun Dec 24 13:36:21 +0000 2023,0.0,0,0.0,0.0,liammlatif,https://twitter.com/liammlatif/status/1738916525158089052,Anies-Muhaimin,This vegetable starfruit already looks tacky from the question SGIE Gibran Cak Imin SlepetAjaGus FixedGBRANcool
2424,Sun Dec 24 13:36:15 +0000 2023,0.0,0,0.0,0.0,natanraihan,https://twitter.com/natanraihan/status/1738916500717863194,Anies-Muhaimin,Gibran is too focused on image and popularity without thinking about his responsibilities as a leader of a Strong and Resilient Family Christmas SGIE Volunteer ETutk02 Gibran Cak Imin Bahlil
2425,Sun Dec 24 13:36:15 +0000 2023,0.0,0,0.0,0.0,FApriliansz,https://twitter.com/FApriliansz/status/1738916499216289932,Anies-Muhaimin,blues tweet Gibran Rakabuming Raka is a figure who seems too busy with his personal affairs rather than thinking about the welfare of the people FamilySturdyAndTough Christmas SGIE VolunteerETutk02 Gibran Cak Imin Bahlil
2426,Sun Dec 24 13:36:10 +0000 2023,0.0,0,0.0,0.0,JokoHar67908821,https://twitter.com/JokoHar67908821/status/1738916477468831992,Anies-Muhaimin,Cak Imin is called to have exposed Gibran Rakabuming's mask of hypocrisy. Netizens immediately show proof of project in Solo
2427,Sun Dec 24 13:36:09 +0000 2023,0.0,0,0.0,0.0,nindyluth,https://twitter.com/nindyluth/status/1738916473043849308,Anies-Muhaimin,"Out of context but I just found out that he created an open forum like this to exchange opinions, really appreciate my advice, sir, just keep the format like this, don't invite me, Imin"
2428,Sun Dec 24 13:36:04 +0000 2023,0.0,0,0.0,0.0,malikkprasetyo,https://twitter.com/malikkprasetyo/status/1738916453234204802,Anies-Muhaimin,"Gibran is too focused on personal interests rather than the interests of the people, which makes him unfit to be the leader of this country. FamilySturdyAndTough Christmas SGIE VolunteerETfor02 Gibran Cak Imin Bahlil"
2429,Sun Dec 24 13:36:02 +0000 2023,0.0,0,0.0,0.0,farizalana,https://twitter.com/farizalana/status/1738916444115698133,Anies-Muhaimin,"SGIE is where the pronunciation is wrong. It's natural that Cak Imin is confused, we are also confused."
2430,Sun Dec 24 13:35:57 +0000 2023,0.0,0,0.0,0.0,AsSekarsari,https://twitter.com/AsSekarsari/status/1738916422548681082,Anies-Muhaimin,"Be patient, sir, even though the supporters are annoying, but these 4 gentlemen, I'm sure, are good people, Mr. Anies, who is good at saying cak Imin with his slowness, Mr. Ganjar with his style, Mr. Mahfud, with his on time, 2024 election. Without you, you, this would taste like vegetables without salt."
2431,Sun Dec 24 13:35:51 +0000 2023,0.0,0,0.0,0.0,FebianGunawnn,https://twitter.com/FebianGunawnn/status/1738916397470863598,Anies-Muhaimin,"Gibran, the leader without integrity, prefers to distort facts for personal gain ftOreo FamilyStrongAndTough Christmas SGIE VolunteerETutk02 Gibran Cak Imin Bahlil"
2432,Sun Dec 24 13:35:43 +0000 2023,0.0,0,1.0,2.0,aqxing,https://twitter.com/aqxing/status/1738916362746220967,Anies-Muhaimin,"Even though Cak Imin has explained what slepet means, it still doesn't feel good to hear and is quite annoying when I watch this program. Cak Imin's delivery method is quite good and in my opinion, if it really means revolution then just use that word without replacing it with other diction."
2433,Sun Dec 24 13:35:37 +0000 2023,0.0,0,0.0,0.0,Yogamusnair,https://twitter.com/Yogamusnair/status/1738916340013133848,Anies-Muhaimin,Leaders who prefer to maintain popularity rather than responding to the needs of the people FamilyStrongAndTough Christmas SGIE VolunteerETfor02 Gibran Cak Imin Bahlil
2434,Sun Dec 24 13:35:33 +0000 2023,0.0,0,0.0,0.0,RiaAlfat,https://twitter.com/RiaAlfat/status/1738916323533742157,Anies-Muhaimin,His face always smiles in front of the camera but behind it there may be uncertainty about the direction of his leadership FamilyStrongAndTough Christmas SGIE VolunteerETutk02 Gibran Cak Imin Bahlil
2435,Sun Dec 24 13:35:30 +0000 2023,0.0,0,0.0,0.0,AbimanyuhS,https://twitter.com/AbimanyuhS/status/1738916310984319100,Anies-Muhaimin,Pretending to be smart but in reality Sulfuric Acid just barks without knowing what SGIE SGIE Gibran Cak Imin SlepetAjaGus FixedGBRANcool
2436,Sun Dec 24 13:35:28 +0000 2023,0.0,0,0.0,0.0,DevitaNurfaidah,https://twitter.com/DevitaNurfaidah/status/1738916301928890733,Anies-Muhaimin,"PonakanMK is tacky, it really makes you dizzy asking questions about SGIE all SGIE Gibran Cak Imin SlepetAjaGus FixedGBRANcool"
2437,Sun Dec 24 13:35:21 +0000 2023,0.0,0,0.0,0.0,RMslot188game,https://twitter.com/RMslot188game/status/1738916273898365227,Anies-Muhaimin,Link Gacor Cak Imin Brebes Jogja Malming Lembang Morowali Uncle Gembul SGIE IMIP Kingdom Downstream BPJS
2438,Sun Dec 24 13:35:15 +0000 2023,0.0,0,0.0,0.0,KazutoOkta,https://twitter.com/KazutoOkta/status/1738916249030287788,Anies-Muhaimin,"Cak Imin is great, always details the little things. Reprimand him firmly, sir"
2439,Sun Dec 24 13:35:12 +0000 2023,0.0,0,0.0,0.0,beretikalah,https://twitter.com/beretikalah/status/1738916233582653456,Anies-Muhaimin,Talking high leading low is the irony of Gibran's life which continues to be displayed Strong and Resilient Family Christmas SGIE VolunteerET for 02 Gibran Cak Imin Bahlil
2440,Sun Dec 24 13:35:10 +0000 2023,0.0,0,0.0,0.0,sabrinantsya,https://twitter.com/sabrinantsya/status/1738916226699874736,Anies-Muhaimin,"PonakanMK wants to learn SGIE Come on, just googling without asking too many stupid questions SGIE Gibran Cak Imin SlepetAjaGus FixedGBRANcool"
2441,Sun Dec 24 13:35:09 +0000 2023,0.0,0,0.0,0.0,salsabilatess,https://twitter.com/salsabilatess/status/1738916222107050333,Anies-Muhaimin,I wonder how someone like Gibran can be so arrogant and not want to accept criticism from the public FamilySturdyAndTough Christmas SGIE VolunteerETutk02 Gibran Cak Imin Bahlil
2442,Sun Dec 24 13:35:06 +0000 2023,0.0,0,0.0,0.0,raditwicaaksana,https://twitter.com/raditwicaaksana/status/1738916210488856951,Anies-Muhaimin,"Sulfuric acid is just looking for attention, pretending to be smart, ask SGIE SGIE Gibran Cak Imin SlepetAjaGus FixedGBRANcool"
2443,Sun Dec 24 13:34:58 +0000 2023,0.0,0,0.0,0.0,Raihanmlkk,https://twitter.com/Raihanmlkk/status/1738916175747407954,Anies-Muhaimin,"tweet His impoliteness peaked when faced with criticism, preferring personal attacks rather than addressing family problems. Strong and Resilient Christmas SGIE Volunteer ETutk02 Gibran Cak Imin Bahlil"
2444,Sun Dec 24 13:34:58 +0000 2023,0.0,0,0.0,0.0,RusliFairuzz,https://twitter.com/RusliFairuzz/status/1738916174996611283,Anies-Muhaimin,Sulfuric acid is really annoying to talk about SGIE even though actually it's just looking for food Sego Savory Inkung Delicious SGIE Gibran Cak Imin SlepetAjaGus FixedGBRANcool
2445,Sun Dec 24 13:34:55 +0000 2023,0.0,0,0.0,0.0,cintashrni,https://twitter.com/cintashrni/status/1738916162027892865,Anies-Muhaimin,It's most appropriate for Gibran to start showing his teeth at this Fad Fat Husband event. I don't know. SGIE SGIE Gibran Cak Imin SlepetAjaGus FixedGBRANcool
2446,Sun Dec 24 13:34:53 +0000 2023,0.0,0,0.0,0.0,algazaliifauz,https://twitter.com/algazaliifauz/status/1738916153425363200,Anies-Muhaimin,Gibran should be wiser in managing his words so as not to harm himself and many people FamilySturdyAndTough Christmas SGIE VolunteerETfor02 Gibran Cak Imin Bahlil
2447,Sun Dec 24 13:34:51 +0000 2023,0.0,0,0.0,0.0,AndrianRigenn,https://twitter.com/AndrianRigenn/status/1738916146483749201,Anies-Muhaimin,"Sulfuric acid pretends to exist, ask about SGIE, is it really bad, what's wrong, blue SGIE Gibran Cak Imin SlepetAjaGus FixedGBRANcool"
2448,Sun Dec 24 13:34:49 +0000 2023,0.0,0,0.0,0.0,yasirmubarok03,https://twitter.com/yasirmubarok03/status/1738916137507971292,Anies-Muhaimin,Ealaah Buy a Diploma Eh Use SGIE SGIE Gibran Cak Imin SlepetAjaGus FixedGBRANcool
2449,Sun Dec 24 13:34:43 +0000 2023,0.0,0,0.0,0.0,savaaaprii,https://twitter.com/savaaaprii/status/1738916112082104719,Anies-Muhaimin,Seeing Sulfuric Acid pretending to ask about SGIE immediately started laughing hahaha lr SGIE Gibran Cak Imin SlepetAjaGus FixedGBRANcool
2450,Sun Dec 24 13:34:42 +0000 2023,0.0,0,0.0,0.0,xenaapramudya,https://twitter.com/xenaapramudya/status/1738916109557129318,Anies-Muhaimin,"Wow, I'm shaking my head at the behavior of Sulfuric Acid, who is really stupid and is raving about SGIE SGIE Gibran Cak Imin SlepetAjaGus FixedGBRANcool"
2451,Sun Dec 24 13:34:41 +0000 2023,0.0,0,0.0,0.0,noor_husni95631,https://twitter.com/noor_husni95631/status/1738916103110430763,Anies-Muhaimin,"The criteria for a bad leader is a liar, whereas the criteria for a good leader is being honest. The conclusion is that Cak Imin is more worthy of being chosen than Gibran"
2452,Sun Dec 24 13:34:39 +0000 2023,0.0,0,0.0,0.0,ourjeaas,https://twitter.com/ourjeaas/status/1738916097280430196,Anies-Muhaimin,Cakimin vice presidential candidate has a lot of weight
2453,Sun Dec 24 13:34:38 +0000 2023,0.0,0,0.0,0.0,MayaPutrri,https://twitter.com/MayaPutrri/status/1738916092809277601,Anies-Muhaimin,haha
2454,Sun Dec 24 13:34:38 +0000 2023,0.0,0,0.0,0.0,RullyyMaulana,https://twitter.com/RullyyMaulana/status/1738916092561740287,Anies-Muhaimin,"Sulfuric acid can ask questions about SEGI, don't you really study or just poke at your cellphone? SGIE Gibran Cak Imin SlepetAjaGus FixedGBRANcool"
2455,Sun Dec 24 13:34:34 +0000 2023,0.0,0,0.0,0.0,AnugrahfBimss,https://twitter.com/AnugrahfBimss/status/1738916076489228557,Anies-Muhaimin,"That's the song Starfruit Vegetables, take out this SGIA term hahaha SGIE Gibran Cak Imin SlepetAjaGus FixedGBRANcool"
2456,Sun Dec 24 13:34:32 +0000 2023,0.0,0,0.0,0.0,andikkamaullana,https://twitter.com/andikkamaullana/status/1738916064929694066,Anies-Muhaimin,"Wow, Sulfuric Acid, just use SGIE SGIE Gibran Cak Imin SlepetAjaGus FixedGBRANcool"
2457,Sun Dec 24 13:34:30 +0000 2023,0.0,0,0.0,0.0,NesAlwa897,https://twitter.com/NesAlwa897/status/1738916057845551264,Anies-Muhaimin,Gibran's political decisions tend to be driven by personal interests rather than a sincere intention to serve the people as well as possible. Strong and Resilient Family Christmas SGIE VolunteerETutk02 Gibran Cak Imin Bahlil
2458,Sun Dec 24 13:34:28 +0000 2023,0.0,0,0.0,0.0,gilangrendiannu,https://twitter.com/gilangrendiannu/status/1738916051327607015,Anies-Muhaimin,The figure who prefers to bribe public opinion rather than provide concrete solutions is Gibran FamilySturdyAndToughChristmas SGIE VolunteerETutk02 Gibran Cak Imin Bahlil
2459,Sun Dec 24 13:34:25 +0000 2023,0.0,0,0.0,0.0,dewftma,https://twitter.com/dewftma/status/1738916039415714173,Anies-Muhaimin,It's funny that PonakanMK pretends to talk about SGIE but in reality he still eats fried rice every day. SGIE Gibran Cak Imin SlepetAjaGus FixedGBRANcool
2460,Sun Dec 24 13:34:20 +0000 2023,0.0,0,0.0,0.0,andrreemaulana,https://twitter.com/andrreemaulana/status/1738916015214576094,Anies-Muhaimin,Talking a lot but doing little is the characteristic of Gibran's FamilySturdyAndTough Christmas SGIE VolunteerETutk02 Gibran Cak Imin Bahlil
2461,Sun Dec 24 13:34:14 +0000 2023,0.0,0,0.0,0.0,gilangalvaroo,https://twitter.com/gilangalvaroo/status/1738915992137568638,Anies-Muhaimin,The SGIE that is being questioned by PonakanMK pretends to struggle. Just remember that electability is just pretending SGIE Gibran Cak Imin SlepetAjaGus FixedGBRANcool
2462,Sun Dec 24 13:34:14 +0000 2023,0.0,0,0.0,0.0,aurelherm,https://twitter.com/aurelherm/status/1738915990514303427,Anies-Muhaimin,The people's trust is dwindling as a result of Gibran's leadership which is not of good quality FamilyStrongAndTough Christmas SGIE VolunteerETfor02 Gibran Cak Imin Bahlil
2463,Sun Dec 24 13:34:14 +0000 2023,0.0,0,0.0,0.0,kimjashii,https://twitter.com/kimjashii/status/1738915989449064833,Anies-Muhaimin,There is no opponent for this cakimin when it comes to debate
2464,Sun Dec 24 13:34:10 +0000 2023,0.0,0,0.0,0.0,galangirawanm,https://twitter.com/galangirawanm/status/1738915974445981970,Anies-Muhaimin,Wealth Is Not Aligned IE SMKPon MK Nyesekoyuygsgw Bot SGIE Gibran Cak Imin SlepetAjaGus FixedGBRANcool
2465,Sun Dec 24 13:34:06 +0000 2023,0.0,0,0.0,0.0,ger88168,https://twitter.com/ger88168/status/1738915958344069563,Anies-Muhaimin,"We will always support you, Cak Imin"
2466,Sun Dec 24 13:34:01 +0000 2023,0.0,0,0.0,0.0,brigitateo,https://twitter.com/brigitateo/status/1738915938106552686,Anies-Muhaimin,"bahrawi Many people believe that Gibran's performance as a leader is only to fulfill his personal ambitions, not for the interests of the people, which should be the main priority. FamilySturdyAndTough Christmas SGIE VolunteerETutk02 Gibran Cak Imin Bahlil"
2467,Sun Dec 24 13:34:00 +0000 2023,0.0,0,0.0,3.0,shoppingklik,https://twitter.com/shoppingklik/status/1738915930774876272,Anies-Muhaimin,"Want to know which cosmetics are booming? Come on, visit TikTok, Beauty & Healthy products, recommended Gemoy Prabowo, Gibran, Morowali, Fuji Desta Cak, Imin, Anies Ganjar Jokowi, BiggBoss7Tamil, JoshuaWallin, TrumpSmellsBad"
2468,Sun Dec 24 13:33:57 +0000 2023,0.0,0,1.0,1.0,MarutoRuwan,https://twitter.com/MarutoRuwan/status/1738915920771465584,Anies-Muhaimin,Wants to Build 40 Cities Equivalent to Jakarta Cak Imin Attacked by Gibran It's Strange That His Turn to Development IKN Was Rejected Fuji Cak Imin Brebes Jogja Malming Lembang Morowali Desta SGIE IMIP Kingdom Downstream Sweet MouthAnies BPJS Christmas Merry Christmas
2469,Sun Dec 24 13:33:57 +0000 2023,0.0,1,1.0,1.0,MarutoRuwan,https://twitter.com/MarutoRuwan/status/1738915918410138048,Anies-Muhaimin,Too Much Joking During the Debate
2470,Sun Dec 24 13:33:56 +0000 2023,0.0,1,1.0,1.0,MarutoRuwan,https://twitter.com/MarutoRuwan/status/1738915915985825900,Anies-Muhaimin,Cak Imin Total Blunder in Vice Presidential Debate Observer Jokes Too Much and Not Seriously Resolves Fuji Problems Cak Imin Brebes Jogja Malming Lembang Morowali Desta SGIE IMIP Kingdom Downstream Sweet MouthAnies BPJS Christmas Merry Christmas
2471,Sun Dec 24 13:33:56 +0000 2023,0.0,1,1.0,1.0,MarutoRuwan,https://twitter.com/MarutoRuwan/status/1738915913938919781,Anies-Muhaimin,"Cak Imin Attacked by Gibran That's Strange Yes, Fuji's Turn to Development of IKN Was Rejected Cak Imin Brebes Jogja Malming Lembang Morowali Uncle Gembul SGIE IMIP Kingdom Downstream Sweet MouthAnies BPJS Christmas Merry Christmas"
2472,Sun Dec 24 13:33:50 +0000 2023,0.0,0,0.0,0.0,osellaolivv,https://twitter.com/osellaolivv/status/1738915889523953887,Anies-Muhaimin,Study sulfuric acid first before asking about SGIE 12 SGIE Gibran Cak Imin SlepetAjaGus FixedGBRANcool
2473,Sun Dec 24 13:33:34 +0000 2023,0.0,0,0.0,0.0,haitzamassyaki,https://twitter.com/haitzamassyaki/status/1738915822318522538,Anies-Muhaimin,emyu cak imine
2474,Sun Dec 24 13:33:29 +0000 2023,0.0,0,0.0,0.0,AkbarudinKholis,https://twitter.com/AkbarudinKholis/status/1738915800965337341,Anies-Muhaimin,It's a shame to see Gibran's potential being wasted in leadership that is more like a circus show FamilySturdyAndTough Christmas SGIE VolunteerETutk02 Gibran Cak Imin Bahlil
2475,Sun Dec 24 13:33:15 +0000 2023,0.0,0,0.0,1.0,hasbihas598,https://twitter.com/hasbihas598/status/1738915743604105677,Anies-Muhaimin,PKB officials munas arzeti Cak Imin's answer is the most substantive and respects the opponent of the debate and does not bring down
2476,Sun Dec 24 13:33:08 +0000 2023,0.0,0,0.0,0.0,zdanrmadhn,https://twitter.com/zdanrmadhn/status/1738915713228947736,Anies-Muhaimin,Arrogant and impolite leaders like Gibran will only create conflict and disharmony in society Strong and Tough Family Christmas SGIE Volunteer ET for 02 Gibran Cak Imin Bahlil
2477,Sun Dec 24 13:33:07 +0000 2023,0.0,0,0.0,0.0,anafakecil,https://twitter.com/anafakecil/status/1738915710435467308,Anies-Muhaimin,gen tweet I'm losing literacy to Mr Gibran. It turns out Imin
2478,Sun Dec 24 13:32:54 +0000 2023,0.0,0,0.0,0.0,nikoalvr,https://twitter.com/nikoalvr/status/1738915657264300308,Anies-Muhaimin,"Starfruit vegetables, the intention of asking SGIE only made Cak Imin confused. Very stupid. Ansor SGIE Gibran Cak Imin SlepetAjaGus FixedGBRANcool"
2479,Sun Dec 24 13:32:51 +0000 2023,0.0,0,0.0,0.0,azrielbastian,https://twitter.com/azrielbastian/status/1738915645184671871,Anies-Muhaimin,Young people should be role models instead of destroying their image as was done by Gibran Rakabuming Raka 88 FamilyStrongAndTough Christmas SGIE VolunteerETutk02 Gibran Cak Imin Bahlil
2480,Sun Dec 24 13:32:50 +0000 2023,0.0,0,0.0,0.0,HapsariAndrini,https://twitter.com/HapsariAndrini/status/1738915640801407167,Anies-Muhaimin,"You're really stupid, PonakanMK doesn't understand anything about SGIE, he can even play the game Sego Savory Ink, what's that like? SGIE Gibran Cak Imin SlepetAjaGus FixedGBRANcool"
2481,Sun Dec 24 13:32:50 +0000 2023,0.0,0,0.0,0.0,nadiaalfnaa,https://twitter.com/nadiaalfnaa/status/1738915639862124978,Anies-Muhaimin,Don't expect Gibran to lead wisely because he prefers to just talk without a clear basis FamilySturdyAndTough Christmas SGIE VolunteerETutk02 Gibran Cak Imin Bahlil
2482,Sun Dec 24 13:32:38 +0000 2023,0.0,0,0.0,0.0,diyahmeliya,https://twitter.com/diyahmeliya/status/1738915589111022048,Anies-Muhaimin,"Starfruit is the funniest vegetable for jokes, always makes you laugh with its ridiculous questions. SGIE Gibran Cak Imin SlepetAjaGus FixedGBRANcool"
2483,Sun Dec 24 13:32:23 +0000 2023,0.0,0,0.0,0.0,RMSLOT188gacor,https://twitter.com/RMSLOT188gacor/status/1738915527509295477,Anies-Muhaimin,Link Gacor Cak Imin Brebes Jogja Malming Lembang Morowali Uncle Gembul SGIE IMIP Kingdom Downstream BPJS
2484,Sun Dec 24 13:32:23 +0000 2023,0.0,0,0.0,0.0,Riskaanjellii,https://twitter.com/Riskaanjellii/status/1738915524732719355,Anies-Muhaimin,"Without a scientific basis, Gibran's policy seems like an unproven mathematical formula. FamilyStrongAndResilient Christmas SGIE VolunteerETutk02 Gibran Cak Imin Bahlil"
2485,Sun Dec 24 13:32:19 +0000 2023,0.0,0,0.0,0.0,MeegaaPutrii,https://twitter.com/MeegaaPutrii/status/1738915511101239374,Anies-Muhaimin,Niece pretends to be smart in SUGIE language even though he only knows Sego albima SGIE Gibran Cak Imin SlepetAjaGus FixedGBRANcool
2486,Sun Dec 24 13:32:15 +0000 2023,0.0,0,0.0,0.0,jusufkallaaa,https://twitter.com/jusufkallaaa/status/1738915492419731645,Anies-Muhaimin,It's not just that the sound of every word Gibran says is like an old song that keeps repeating the mistakes of FamilySturdyAndTough Christmas SGIE VolunteerETutk02 Gibran Cak Imin Bahlil
2487,Sun Dec 24 13:32:14 +0000 2023,0.0,0,0.0,0.0,RatuSahani,https://twitter.com/RatuSahani/status/1738915489655685121,Anies-Muhaimin,"Wow, words of wisdom are apparently very popular with Sachets Gina Isosorbai Insel in her chat with a socialist named SGIE SGIE Gibran Cak Imin SlepetAjaGus FixedGBRANcool"
2488,Sun Dec 24 13:32:13 +0000 2023,0.0,0,0.0,0.0,melyaputr,https://twitter.com/melyaputr/status/1738915482437349391,Anies-Muhaimin,Wkkwkw PonakanMK wants to be critical but instead it makes him laugh because he's not ready for his own results Asmara1701 SGIE Gibran Cak Imin SlepetAjaGus FixedGBRANcool
2489,Sun Dec 24 13:32:12 +0000 2023,0.0,0,0.0,0.0,putradaniiii,https://twitter.com/putradaniiii/status/1738915481271325046,Anies-Muhaimin,Gibran Rakabuming Raka is a figure who is better at speaking high than understanding the meaning of constructive criticism. FamilyStrongAndTough Christmas SGIE VolunteerETutk02 Gibran Cak Imin Bahlil
2490,Sun Dec 24 13:32:12 +0000 2023,0.0,0,0.0,0.0,rahmalianjan,https://twitter.com/rahmalianjan/status/1738915479929204816,Anies-Muhaimin,Adem Ayem About SGIE Gibran Wkwkw SGIE Gibran's id Cak Imin SlepetAjaGus FixedGBRANcool
2491,Sun Dec 24 13:32:12 +0000 2023,0.0,0,0.0,0.0,belashuii,https://twitter.com/belashuii/status/1738915479715295520,Anies-Muhaimin,humble and kind cakimin
2492,Sun Dec 24 13:32:09 +0000 2023,0.0,0,0.0,0.0,rahmataldii,https://twitter.com/rahmataldii/status/1738915465110696095,Anies-Muhaimin,"PonakanMK is really a shrimp brain, he's playing around with the name SGIE Sego Savory Inkung Delicious p4op SGIE Gibran Cak Imin SlepetAjaGus FixedGBRANcool"
2493,Sun Dec 24 13:32:05 +0000 2023,0.0,0,0.0,0.0,zainnnugrraha,https://twitter.com/zainnnugrraha/status/1738915450837488018,Anies-Muhaimin,"Belimbing Sayur is really funny, you pretend to ask about SGIE even though you don't know what SGIE Gibran Cak Imin SlepetAjaGus FixedGBRANcool"
2494,Sun Dec 24 13:32:05 +0000 2023,0.0,0,0.0,0.0,FaisalAnwwar,https://twitter.com/FaisalAnwwar/status/1738915448580960657,Anies-Muhaimin,Niece's aim is to insinuate what's so funny about Sulfuric Acid's joke LOL at SGIE Sego Gurih Inkung Yummy SGIE Gibran Cak Imin SlepetAjaGus FixedGBRANcool
